N,P,K,temperature,humidity,ph,rainfall,label
28,129,200,33.40900940752926,76.95172503733377,5.712420645186775,76.18304660230757,grapes
14,132,189,21.683420130179186,88.08543555587248,5.826555290248166,104.63309227434083,apple
18,43,26,28.28301953255654,49.31486547515154,6.72532600170233,84.43636976397427,mango
20,18,5,24.48773304450998,92.29098889970211,6.04637220435827,122.97938679275006,orange
118,73,51,27.723923437255312,78.83229727087874,5.685502073649632,114.79059519970139,banana
25,60,17,27.94290190598039,89.86861358346945,6.190813152869163,52.58799388004905,mungbean
106,60,21,24.600856239425113,75.9300189799963,6.298284325214583,83.65390215743147,cotton
4,121,185,11.0021671605239,83.27145336974735,6.07301466795185,72.58796412870032,grapes
9,13,19,14.80340647905661,90.05212208316942,6.5794015760451385,107.40253113720996,orange
33,6,30,20.74755533618315,92.53304231555663,5.683655992383756,116.71527520714316,pomegranate
23,14,26,28.006733744055406,101.24532392993885,5.152825998121401,174.46351529441412,coconut
112,94,59,26.067318300233286,78.82492060990953,5.596654806585759,115.54101474607107,banana
0,14,42,26.686649461623468,91.41339742189604,6.068465006205089,187.79176036176025,coconut
19,24,37,20.93606069259735,93.1710380160192,6.953950414063337,106.25391188079973,pomegranate
99,78,39,29.54983404142562,80.62174202650408,6.66436150928996,91.9716195505136,banana
120,52,14,22.237994162508652,74.83941268309003,7.674560466447085,95.53906191162153,cotton
33,58,12,29.19067208627766,72.14558314325973,6.768289748115318,58.03685865569052,blackgram
9,24,7,10.665466599885722,92.26951004224063,6.76863430089584,114.44457423708236,orange
15,2,12,19.49397763585007,93.91697034046385,7.417514705620839,125.90056706082046,orange
129,63,16,23.849546454462008,83.88741385442043,6.119223517274864,108.06987257643561,cotton
30,53,8,30.02333247161965,80.57966042937667,6.883166300172075,52.300251570625974,mungbean
78,83,42,24.244333811737167,83.24743300906495,5.697338756623918,104.32458297689416,banana
75,40,47,22.5323118207864,88.08064466602542,5.842523116104122,313.57491172433237,rice
85,26,38,26.50535603296348,93.19833362561019,6.436236321902514,28.88933935301386,muskmelon
76,48,29,21.199859776586486,77.51488614310162,6.6582571717388435,205.02696578345555,rice
76,23,21,27.562438997878317,52.52086811558557,5.763331133223587,203.1983512298868,coffee
22,69,22,34.69671747723296,36.4821843920684,5.498860652808521,140.75750299908907,pigeonpeas
14,2,2,31.11859988623224,90.71257218195638,7.209089773193497,120.28486832214655,orange
40,12,28,31.38861748198004,99.64683882948253,5.847015987639457,162.13989668210309,coconut
24,23,31,27.19145243414855,89.91068979822492,5.153268816447561,152.80485133945487,coconut
48,137,201,23.868420013046364,81.74538112410747,6.031942068773375,77.02567861959852,grapes
71,57,23,24.962569113829336,64.41239963944444,5.927748930117634,75.44099390767371,maize
21,36,35,30.757939149471248,88.33447103733461,5.535247701047071,215.7905714658486,coconut
37,141,197,20.6001050605952,78.64874191493297,6.407526284205825,78.36660359898451,grapes
22,57,11,15.684393843739299,18.82362907143912,5.624916920809534,100.79075498232595,kidneybeans
23,128,196,25.616130894121884,81.51773165247121,6.346436023853402,84.04876662746142,grapes
21,15,28,27.436773698256772,95.88520871444729,5.533327027626439,143.25349246406776,coconut
60,66,88,16.786197983019584,12.42115321524615,7.334003516164141,74.066514944511,chickpea
24,151,207,21.788115618760713,95.94381190516381,5.491777771338402,114.90274461508264,apple
89,9,49,30.72904299165371,94.77325078633424,7.1325488476944905,31.55673478370027,muskmelon
15,65,9,17.604573053169506,21.11815195145128,5.449106573687151,79.71840198208199,kidneybeans
94,46,37,25.80612246371834,77.94753507614998,6.954636939113515,192.54273835104846,rice
0,14,27,27.704873852735307,95.45232589079012,6.365864227550658,205.31181487929484,coconut
104,21,44,28.764277278257588,96.60992282641345,6.171584488622803,32.12920122963533,muskmelon
16,17,29,20.69172831406846,89.08331252533605,6.781909537176986,99.0951920045601,pomegranate
27,77,15,24.36076246664337,63.78239604962193,7.325876145008848,63.962592578845225,lentil
65,35,38,23.451015456131366,88.13704473341974,8.190968591225838,248.7722248001084,rice
12,15,44,18.191313120090584,90.03682308850759,5.856283613952849,106.03480112430393,pomegranate
6,84,11,22.58296018193732,50.8596580612224,5.601166611454351,196.9766517564567,pigeonpeas
43,65,48,39.84812383343321,88.56328916491609,6.7130611691058455,102.41922183122647,papaya
25,138,197,32.245694295362696,82.33115168325493,5.331063104182349,89.67685741924302,grapes
106,57,15,21.976798292238364,77.63416763885277,6.940515742228528,94.9362378534157,cotton
28,47,23,25.41717734638182,54.57142675162938,9.041939207418697,22.938786806071995,mothbeans
111,80,55,26.15816164693566,80.58696100996413,6.770813629481437,76.15382039187385,banana
94,3,55,30.975919806903608,88.92111346758628,6.520168496846527,15.336864019525269,muskmelon
4,13,16,29.327992187085393,91.47248115682228,6.580718876194195,103.9022117778667,orange
2,13,32,24.664928854767112,87.71937723966523,6.808364131759034,92.7290202286699,pomegranate
31,18,37,23.2439854094339,87.23889888442831,6.332613351056673,121.2909933622411,pomegranate
16,12,39,28.029428463505685,47.47678987869147,5.055219742570529,99.10542095169924,mango
17,60,25,30.759591547235477,56.04315151042597,4.465129281576866,14.707539347258464,mothbeans
0,73,22,24.591561771436723,27.70671988408342,5.918055579050071,43.38888664781966,kidneybeans
92,8,59,31.368320132578308,95.19136378999627,5.935924245614602,30.8236002482607,muskmelon
46,60,80,19.494949118591734,15.065290131469684,8.556774878263244,70.55858014251353,chickpea
34,70,16,27.3774842489587,56.66772488261397,6.107251891556728,91.62148356023654,blackgram
41,62,46,39.22175205667393,88.45816779084711,6.53913388562019,170.37409264560387,papaya
96,15,50,25.873731576551624,87.61524135259535,6.4990448160742655,27.781860885150166,watermelon
5,58,19,31.837548411360967,57.07143648446695,7.953108869220597,46.16876433251715,mothbeans
100,69,35,28.944221346929602,81.34946607515946,5.403114790567156,80.50334893719707,banana
54,64,46,28.076340282773963,94.87215678965505,6.3133441378578645,141.23902311366268,papaya
122,84,47,24.94841839135912,86.19823414855443,5.713741859200517,88.94787558837992,banana
3,12,6,11.629796722476199,94.75404484233685,6.71066642595018,114.13186344043106,orange
89,32,43,27.930791703949698,81.34141616782198,7.136263811196678,185.17102415595855,jute
16,128,201,38.86620948702928,83.79215153159728,6.828856658427511,59.076244097615415,grapes
29,39,10,27.163608127455046,90.82196511406188,6.8572513770889065,49.293804982779115,mungbean
26,64,11,26.23109012686971,82.8965063085126,6.699760323343552,49.00410830832825,mungbean
35,63,14,15.94272046435371,22.410138023623404,5.901785361430592,62.765511708988896,kidneybeans
35,138,201,21.868471182470376,86.33224212488987,5.810948682569589,95.22334712560847,apple
96,45,39,21.577567997763737,77.69875925215361,5.6077546641442995,182.81687629632236,rice
35,37,26,20.433096706247138,92.09149494195323,6.723710925754837,117.07389695129427,pomegranate
21,23,20,24.360788956704088,93.08058266221863,5.858222997354026,129.76401654548653,coconut
131,59,20,22.05336549529793,82.88496505437504,6.895019501870077,86.67189742241206,cotton
11,22,24,28.305601387257596,96.77752574915101,5.223278239137434,147.40596953095604,coconut
88,53,40,22.095218520862755,78.26499429024035,6.804164759889538,265.7906104628405,rice
35,10,22,28.574626607506936,88.97683542289107,5.5324720396427285,165.01199354266134,coconut
85,47,26,25.33768869586577,65.35635684820126,5.834014983976019,59.15585864778755,maize
94,39,25,23.624454644032305,69.59118564388643,6.109419953893878,64.10873119045661,maize
68,65,86,18.562471760579665,16.543731014179556,7.517173124906419,78.15731406652091,chickpea
116,48,26,27.855495709361396,60.80184468674298,7.006735964681646,104.52139497557368,coffee
115,34,22,24.054731392956167,77.6069243331238,7.5787363739308775,64.78266640303103,cotton
29,131,208,11.258688435326489,85.4513351657179,6.089724680989491,68.38616000319227,grapes
33,41,36,27.28563321752398,91.30975847044412,7.269594504616041,220.88013758987847,papaya
40,50,73,20.757669609059377,21.67977507376514,8.210746835373993,64.23107982985978,chickpea
14,52,34,28.751747985436968,58.95843097423813,7.38539769567445,45.763132462240385,mothbeans
97,18,41,28.978358286240258,94.24643084784566,6.249071330434177,13.836550075001597,muskmelon
46,13,46,24.970186396753046,95.5999076622447,6.556649941726788,110.63789955490029,pomegranate
2,40,8,29.13584999711569,39.54612514111689,7.51315396612988,50.711334397138515,mothbeans
35,77,25,22.802815087435793,21.906001464053965,5.649055869772349,81.0373150657397,kidneybeans
35,81,33,20.0784234955785,55.26800531810624,5.572798408887162,187.42906576583522,pigeonpeas
90,21,31,24.733692508104138,60.55342610583994,6.360139510520843,176.1861557637826,coffee
45,66,77,17.757672703918782,17.552227921635385,6.657053376097516,71.95203014069398,chickpea
33,147,189,15.316184331100295,78.6025774104525,6.028991907409745,73.39909898413644,grapes
19,77,16,19.430696382345772,17.926048443963687,6.278454158434078,161.2017736652748,kidneybeans
42,56,13,24.524476606430984,63.039998099164066,7.766905777605812,45.54094262491231,lentil
32,150,206,7.728769039714322,84.42983837353117,5.577585809272786,69.26188464137175,grapes
45,56,47,32.80125382475568,86.90731236014591,7.235224221167284,82.07956827484826,papaya
12,61,25,24.770476116478907,47.96323806775856,9.294339756845465,51.38949468314489,mothbeans
98,60,37,26.09012243707785,86.86414360761722,7.802711539124442,183.34671680718077,jute
21,77,72,16.83908632333164,15.643338934705127,7.707235223851338,62.18660631802648,chickpea
111,72,49,25.763162787905454,86.90296919793977,6.603167043013721,100.66574373058336,banana
75,56,13,19.946762302520508,56.69690106435806,7.255199875601866,122.29330911588306,maize
32,67,29,21.856251504376168,17.519806391154646,6.300355235856523,152.30113240618257,kidneybeans
60,72,52,41.97221717491165,91.75023141881212,6.331836156135444,92.04002714556263,papaya
90,10,42,28.756402631043482,92.34926022704565,6.452244532343398,10.825073409348018,muskmelon
11,13,47,19.851838193321903,97.99106165013829,6.1662138406143665,105.11682050624788,pomegranate
22,29,11,30.991014363767597,89.08520000169574,7.239090271521216,109.3254732056987,orange
26,56,12,34.82852893451001,29.537783256904028,4.812249436638185,110.2641476528668,pigeonpeas
99,8,55,26.805839216079,75.96630419041564,6.3887059285557655,46.254026267489394,watermelon
32,57,15,35.1740516532678,27.068214964655905,4.889973435691352,104.89391027363575,pigeonpeas
91,93,51,27.368319462827948,72.54452587388653,6.110580084251371,118.5279179253003,banana
24,5,26,30.37629336725141,94.33565917066986,6.197882509866844,138.21007735602532,coconut
105,32,46,30.557045016134172,94.41810109911845,6.215263353901061,21.505163157214525,muskmelon
9,15,54,22.986763975758084,96.47955633380425,7.2042865821809325,101.8508293000397,pomegranate
42,12,39,29.650841386251447,43.403642514032356,5.022829567703557,108.48565265249036,mango
83,30,51,27.596203553066943,94.28684874166954,6.201177750865737,23.934109887330592,muskmelon
32,143,204,21.56798944782919,94.1631026975332,6.312397691753033,108.13309850869203,apple
54,77,29,30.610020744989477,59.46375903998471,8.197385803067572,47.58287079695935,blackgram
12,79,24,27.55557357341541,66.81122425583409,7.647644051402089,19.764031541231958,lentil
23,42,27,28.29612996922221,62.11386311733205,5.846573145593607,55.61224827746159,mothbeans
0,28,9,11.124734789993468,95.68447000801375,6.923667595021139,96.76530810641579,orange
34,69,20,14.554431702619354,25.061079372534873,6.262111046324307,98.93158097663456,kidneybeans
37,58,22,28.76004018948101,65.82629823255218,6.92713927702655,74.17091757630223,blackgram
0,10,12,22.463911370818295,90.85349456554381,7.140077922184742,118.00293661739144,orange
116,40,24,24.852036602413584,76.1800914018768,7.9827705901192445,71.64641811416932,cotton
82,52,43,28.11006380323143,82.67499260163498,6.1239115268898106,166.16359096182185,jute
42,15,7,30.317381293603724,91.44623010717413,6.865890137337038,114.03272689849874,orange
39,25,31,31.88438478365708,53.738891256660565,6.2931910428458275,100.60094072756105,mango
1,36,24,28.761472317335027,79.03611980455004,7.408323216443502,55.23154674142398,mungbean
24,3,0,25.003456070233035,90.29477481866715,7.9052576609641,97.61824041954078,orange
10,20,40,25.558530011560443,92.06483087073616,6.6455053634759595,101.45213175105141,pomegranate
80,36,39,24.750253401383972,47.65622496401525,6.595274145703747,137.22884274902555,coffee
44,1,13,24.49658374350875,96.26456730941993,7.855988006588675,104.04692671839108,orange
96,40,15,18.481679654380066,65.24985811247767,6.571726155999329,112.86380408168743,maize
0,7,9,10.55878850391808,90.06018221728587,6.604113302213077,104.75621676857014,orange
14,64,16,33.389906672173126,47.72734691492244,7.089272616120799,130.1019804053876,pigeonpeas
63,53,35,26.422278029579648,83.4542500313888,6.776204619355039,133.49932235067345,jute
27,18,3,12.425283599320736,96.29981147492109,6.735112277592225,103.52397876591948,orange
114,34,58,29.191381258895838,93.29370772608591,5.881585194895544,44.904089573761155,muskmelon
75,57,9,22.43921876514569,64.36211375649968,6.545228747795859,88.04631953936253,maize
2,70,23,22.62609031829547,20.707161729443825,5.402227703339179,120.41538864794767,kidneybeans
82,80,44,25.79019515081296,79.02612638857023,6.479415094995333,116.90920097328144,banana
52,50,23,24.550487793538615,70.24367099050826,6.150521753809341,75.83060009359332,maize
18,78,26,28.62110740547026,31.910990076549442,5.841059934097369,176.26061844803826,pigeonpeas
9,17,29,34.04126612373278,49.38709370185287,4.346032134027369,91.68675780122521,mango
1,17,6,23.372017609545118,97.797185705772,6.098594627371539,108.56688286677247,orange
10,50,13,28.068755944305053,44.24604008180298,5.213569964761444,39.966359419461924,mothbeans
19,15,13,16.846021560159368,97.31763812859072,7.12634368208695,90.65583696410417,orange
1,150,196,19.590962011053143,94.50497790250186,5.325293106045209,128.05998915122655,apple
79,23,39,26.9561097421812,88.63558086359194,6.159055482305224,40.06096330746233,watermelon
25,73,14,24.76286662015579,59.370025396257304,6.592609769778058,73.33507525878463,lentil
0,71,29,20.603590118936264,58.95752608117007,4.662668293107319,154.5633401148055,pigeonpeas
84,77,46,26.75233428883153,75.15826487852264,5.8981416911114355,93.33736763616116,banana
41,76,82,18.243851683778125,17.986245219299565,8.457005808963522,76.48012288398223,chickpea
37,29,8,32.272687245264414,87.87246301656594,6.023714714040938,92.26001653539068,orange
86,56,38,24.190687583831718,70.03095704999919,6.627331968247284,186.88335111202258,jute
23,69,16,24.812063197041095,71.02176895448564,5.876567792985801,58.237293866969,lentil
5,128,194,29.19445236829536,77.0029659751812,5.661714958947803,67.24046277110111,grapes
53,60,53,40.137395446285,92.34946873923869,6.112327214602244,82.15917044508299,papaya
16,74,25,19.648931202289425,54.77137651527873,5.754583692924099,174.65325788741666,pigeonpeas
114,26,36,27.6801267887559,55.79015881348555,7.436097679007537,173.0118990886834,coffee
21,70,6,26.91280609018335,70.54644692270625,6.610583745272653,45.410569521196365,lentil
31,19,25,32.64092758403616,45.99008658290463,6.4355997060102474,81.33440508585545,mango
13,45,22,30.05917333411721,39.5486593226195,8.088538404017699,51.47502918739413,mothbeans
